№,BOOK ID,AUTHOR(S),BOOK NAME,PUBLISHER,YEAR,ISBN,LANGUAGE(S),GENRE(S),CONDITION (0-5),STATUS,REC CREATION DATE,REC UPDATE DATE,STORAGE CELL,QR LINK,IMAGE LINK
376,TL000000376,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000376.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000376.jpg
377,TL000000377,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000377.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000377.jpg
378,TL000000378,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000378.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000378.jpg
379,TL000000379,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000379.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000379.jpg
380,TL000000380,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000380.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000380.jpg
381,TL000000381,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000381.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000381.jpg
382,TL000000382,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000382.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000382.jpg
383,TL000000383,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000383.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000383.jpg
384,TL000000384,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000384.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000384.jpg
385,TL000000385,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000385.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000385.jpg
386,TL000000386,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000386.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000386.jpg
387,TL000000387,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000387.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000387.jpg
388,TL000000388,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000388.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000388.jpg
389,TL000000389,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000389.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000389.jpg
390,TL000000390,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000390.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000390.jpg
391,TL000000391,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000391.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000391.jpg
392,TL000000392,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000392.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000392.jpg
393,TL000000393,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000393.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000393.jpg
394,TL000000394,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000394.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000394.jpg
395,TL000000395,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000395.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000395.jpg
396,TL000000396,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000396.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000396.jpg
397,TL000000397,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000397.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000397.jpg
398,TL000000398,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000398.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000398.jpg
399,TL000000399,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000399.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000399.jpg
400,TL000000400,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000400.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000400.jpg
401,TL000000401,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000401.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000401.jpg
402,TL000000402,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000402.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000402.jpg
403,TL000000403,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000403.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000403.jpg
404,TL000000404,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000404.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000404.jpg
405,TL000000405,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000405.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000405.jpg
406,TL000000406,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000406.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000406.jpg
407,TL000000407,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000407.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000407.jpg
408,TL000000408,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000408.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000408.jpg
409,TL000000409,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000409.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000409.jpg
410,TL000000410,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000410.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000410.jpg
411,TL000000411,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000411.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000411.jpg
412,TL000000412,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000412.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000412.jpg
413,TL000000413,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000413.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000413.jpg
414,TL000000414,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000414.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000414.jpg
415,TL000000415,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000415.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000415.jpg
416,TL000000416,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000416.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000416.jpg
417,TL000000417,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000417.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000417.jpg
418,TL000000418,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000418.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000418.jpg
419,TL000000419,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000419.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000419.jpg
420,TL000000420,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000420.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000420.jpg
421,TL000000421,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000421.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000421.jpg
422,TL000000422,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000422.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000422.jpg
423,TL000000423,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000423.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000423.jpg
424,TL000000424,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000424.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000424.jpg
425,TL000000425,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000425.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000425.jpg
426,TL000000426,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000426.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000426.jpg
427,TL000000427,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000427.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000427.jpg
428,TL000000428,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000428.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000428.jpg
429,TL000000429,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000429.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000429.jpg
430,TL000000430,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000430.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000430.jpg
431,TL000000431,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000431.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000431.jpg
432,TL000000432,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000432.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000432.jpg
433,TL000000433,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000433.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000433.jpg
434,TL000000434,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000434.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000434.jpg
435,TL000000435,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000435.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000435.jpg
436,TL000000436,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000436.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000436.jpg
437,TL000000437,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000437.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000437.jpg
438,TL000000438,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000438.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000438.jpg
439,TL000000439,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000439.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000439.jpg
440,TL000000440,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000440.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000440.jpg
441,TL000000441,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000441.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000441.jpg
442,TL000000442,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000442.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000442.jpg
443,TL000000443,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000443.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000443.jpg
444,TL000000444,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000444.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000444.jpg
445,TL000000445,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000445.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000445.jpg
446,TL000000446,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000446.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000446.jpg
447,TL000000447,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000447.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000447.jpg
448,TL000000448,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000448.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000448.jpg
449,TL000000449,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000449.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000449.jpg
450,TL000000450,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000450.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000450.jpg
451,TL000000451,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000451.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000451.jpg
452,TL000000452,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000452.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000452.jpg
453,TL000000453,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000453.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000453.jpg
454,TL000000454,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000454.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000454.jpg
455,TL000000455,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000455.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000455.jpg
456,TL000000456,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000456.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000456.jpg
457,TL000000457,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000457.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000457.jpg
458,TL000000458,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000458.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000458.jpg
459,TL000000459,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000459.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000459.jpg
460,TL000000460,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000460.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000460.jpg
461,TL000000461,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000461.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000461.jpg
462,TL000000462,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000462.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000462.jpg
463,TL000000463,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000463.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000463.jpg
464,TL000000464,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000464.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000464.jpg
465,TL000000465,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000465.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000465.jpg
466,TL000000466,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000466.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000466.jpg
467,TL000000467,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000467.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000467.jpg
468,TL000000468,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000468.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000468.jpg
469,TL000000469,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000469.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000469.jpg
470,TL000000470,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000470.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000470.jpg
471,TL000000471,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000471.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000471.jpg
472,TL000000472,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000472.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000472.jpg
473,TL000000473,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000473.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000473.jpg
474,TL000000474,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000474.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000474.jpg
475,TL000000475,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000475.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000475.jpg
476,TL000000476,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000476.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000476.jpg
477,TL000000477,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000477.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000477.jpg
478,TL000000478,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000478.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000478.jpg
479,TL000000479,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000479.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000479.jpg
480,TL000000480,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000480.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000480.jpg
481,TL000000481,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000481.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000481.jpg
482,TL000000482,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000482.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000482.jpg
483,TL000000483,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000483.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000483.jpg
484,TL000000484,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000484.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000484.jpg
485,TL000000485,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000485.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000485.jpg
486,TL000000486,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000486.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000486.jpg
487,TL000000487,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000487.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000487.jpg
488,TL000000488,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000488.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000488.jpg
489,TL000000489,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000489.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000489.jpg
490,TL000000490,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000490.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000490.jpg
491,TL000000491,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000491.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000491.jpg
492,TL000000492,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000492.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000492.jpg
493,TL000000493,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000493.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000493.jpg
494,TL000000494,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000494.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000494.jpg
495,TL000000495,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000495.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000495.jpg
496,TL000000496,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000496.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000496.jpg
497,TL000000497,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000497.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000497.jpg
498,TL000000498,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000498.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000498.jpg
499,TL000000499,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000499.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000499.jpg
500,TL000000500,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000500.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000500.jpg
501,TL000000501,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000501.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000501.jpg
502,TL000000502,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000502.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000502.jpg
503,TL000000503,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000503.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000503.jpg
504,TL000000504,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000504.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000504.jpg
505,TL000000505,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000505.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000505.jpg
506,TL000000506,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000506.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000506.jpg
507,TL000000507,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000507.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000507.jpg
508,TL000000508,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000508.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000508.jpg
509,TL000000509,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000509.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000509.jpg
510,TL000000510,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000510.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000510.jpg
511,TL000000511,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000511.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000511.jpg
512,TL000000512,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000512.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000512.jpg
513,TL000000513,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000513.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000513.jpg
514,TL000000514,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000514.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000514.jpg
515,TL000000515,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000515.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000515.jpg
516,TL000000516,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000516.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000516.jpg
517,TL000000517,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000517.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000517.jpg
518,TL000000518,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000518.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000518.jpg
519,TL000000519,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000519.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000519.jpg
520,TL000000520,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000520.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000520.jpg
521,TL000000521,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000521.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000521.jpg
522,TL000000522,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000522.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000522.jpg
523,TL000000523,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000523.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000523.jpg
524,TL000000524,,,,,,,,,,,,,C:\Users\Atelier1\Desktop\setup\library setup\TQR\TL000000524.png,C:\Users\Atelier1\Desktop\setup\library setup\book images\TL000000524.jpg
